Timestamp (mm:ss.SSS),ECG Value
04:37.582,1955.500
04:37.578,1980.250
04:37.577,1894.750
04:37.573,1980.250
04:37.572,1850.000
04:37.568,1976.000
04:37.567,1843.250
04:37.563,1982.000
04:37.562,1840.500
04:37.557,1842.250
04:28.058,1880.000
04:28.053,1898.250
04:28.050,1855.750
04:28.048,1896.750
04:28.045,1851.000
04:28.043,1890.000
04:28.040,1874.250
04:28.038,1867.000
04:28.035,1863.750
04:28.033,1856.250
04:28.030,1852.500
04:28.028,1879.250
04:28.025,1876.250
04:28.023,1904.000
04:28.020,1881.000
04:28.018,1935.500
04:28.015,1867.750
04:28.013,1924.750
04:28.010,1833.750
04:28.008,1881.000
04:28.005,1828.250
04:28.003,1825.250
04:28.000,1828.000
04:27.998,1826.000
04:27.995,1824.000
04:27.993,1855.000
04:27.990,1800.750
04:27.988,1872.500
04:27.985,1816.750
04:27.983,1877.250
04:27.980,1826.000
04:27.978,1896.000
04:27.975,1833.000
04:27.973,1897.500
04:27.970,1845.000
04:27.968,1897.750
04:27.965,1857.250
04:27.963,1865.750
04:27.960,1886.000
04:27.958,1848.500
04:27.955,1896.500
04:27.953,1853.000
04:27.950,1860.500
04:27.948,1888.000
04:27.945,1812.000
04:27.943,1904.250
04:27.940,1816.500
04:27.938,1909.500
04:27.935,1849.500
04:27.933,1907.500
04:27.930,1862.000
04:27.928,1896.250
04:27.925,1895.250
04:27.923,1875.250
04:27.920,1904.250
04:27.918,1865.750
04:27.915,1868.000
04:27.913,1866.250
04:27.910,1825.000
04:27.908,1876.250
04:27.905,1807.250
04:27.903,1873.000
04:27.900,1829.500
04:27.898,1842.250
04:27.895,1850.250
04:27.893,1839.250
04:27.890,1843.000
04:27.888,1840.500
04:27.885,1845.000
04:27.883,1853.250
04:27.880,1853.000
04:27.878,1845.750
04:27.875,1833.750
04:27.873,1828.000
04:27.870,1817.500
04:27.868,1833.750
04:27.865,1805.000
04:27.863,1857.500
04:27.860,1790.000
04:27.858,1872.250
04:27.855,1809.000
04:27.853,1883.000
04:27.850,1824.000
04:27.848,1879.250
04:27.845,1812.500
04:27.843,1880.000
04:27.840,1815.000
04:27.838,1892.750
04:27.835,1814.000
04:27.833,1913.500
04:27.830,1807.750
04:27.828,1920.750
04:27.825,1816.500
04:27.823,1948.500
04:27.820,1846.500
04:27.818,2005.000
04:27.815,1890.750
04:27.813,2053.250
04:27.810,1860.000
04:27.808,2057.250
04:27.805,1818.750
04:27.803,2012.000
04:27.800,1836.250
04:27.798,2000.000
04:27.795,1846.250
04:27.793,2010.250
04:27.790,1856.250
04:27.788,2034.500
04:27.785,1873.750
04:27.783,2037.000
04:27.780,1876.250
04:27.778,2036.000
04:27.775,1904.000
04:27.773,2024.250
04:27.770,1918.500
04:27.768,2015.000
04:27.765,1940.000
04:27.763,2005.500
04:27.760,1966.000
04:27.758,1984.500
04:27.755,1952.000
04:27.753,1957.000
04:27.750,1951.750
04:27.748,1964.750
04:27.745,1975.750
04:27.743,1973.250
04:27.740,1972.750
04:27.738,1983.250
04:27.735,1970.500
04:27.733,1981.000
04:27.730,1991.250
04:27.728,1972.250
04:27.725,1987.500
04:27.723,1969.500
04:27.720,1968.500
04:27.718,1961.500
04:27.715,1953.000
04:27.713,1958.500
04:27.710,1956.750
04:27.708,1947.250
04:27.705,1946.750
04:27.703,1944.500
04:27.700,1955.500
04:27.698,1935.750
04:27.695,1946.500
04:27.693,1923.000
04:27.690,1928.250
04:27.688,1918.000
04:27.685,1891.500
04:27.683,1909.500
04:27.680,1911.500
04:27.678,1885.000
04:27.675,1927.250
04:27.673,1887.500
04:27.670,1934.250
04:27.668,1887.000
04:27.665,1939.250
04:27.663,1890.000
04:27.660,1949.000
04:27.658,1893.000
04:27.655,1943.000
04:27.653,1886.750
04:27.650,1920.250
04:27.648,1877.250
04:27.645,1915.500
04:27.643,1859.750
04:27.640,1896.000
04:27.638,1855.750
04:27.635,1905.000
04:27.633,1867.000
04:27.630,1900.000
04:27.628,1890.500
04:27.625,1853.750
04:27.623,1895.000
04:27.620,1839.000
04:27.618,1866.250
04:27.615,1856.750
04:27.613,1852.000
04:27.610,1884.750
04:27.608,1850.500
04:27.605,1904.750
04:27.603,1875.750
04:27.600,1912.250
04:27.598,1867.750
04:27.595,1876.750
04:27.593,1838.750
04:27.590,1829.750
04:27.588,1807.000
04:27.585,1845.250
04:27.583,1734.250
04:27.580,1825.000
04:27.578,1669.250
04:27.575,1790.500
04:27.573,1674.250
04:27.570,1783.500
04:27.568,1678.250
04:27.565,1800.500
04:27.563,1670.250
04:27.560,1829.500
04:27.555,1843.750
04:18.055,2316.750
04:18.050,1928.000
04:18.050,1816.500
04:18.045,1898.250
04:18.045,1518.000
04:18.040,1840.500
04:18.040,1446.250
04:18.035,1831.750
04:18.035,1595.750
04:18.030,1862.250
04:18.030,1784.250
04:18.025,1881.750
04:18.025,1841.000
04:18.020,1883.500
04:18.020,1843.750
04:18.015,1899.000
04:18.015,1859.000
04:18.010,1889.250
04:18.010,1846.750
04:18.005,1868.750
04:18.005,1828.000
04:18.000,1849.250
04:18.000,1830.250
04:17.995,1839.750
04:17.995,1830.000
04:17.990,1868.750
04:17.990,1818.250
04:17.985,1876.250
04:17.985,1809.750
04:17.980,1861.750
04:17.980,1812.000
04:17.975,1856.250
04:17.975,1807.250
04:17.970,1861.500
04:17.970,1793.250
04:17.965,1873.250
04:17.965,1799.000
04:17.960,1862.250
04:17.960,1815.250
04:17.955,1870.750
04:17.955,1810.750
04:17.950,1865.500
04:17.950,1804.500
04:17.945,1873.250
04:17.945,1825.250
04:17.940,1872.000
04:17.940,1863.250
04:17.935,1897.500
04:17.935,1879.000
04:17.930,1922.500
04:17.930,1900.250
04:17.925,1964.250
04:17.925,1937.250
04:17.920,1972.500
04:17.920,1995.500
04:17.915,1909.000
04:17.915,2038.000
04:17.910,1831.750
04:17.910,2053.000
04:17.905,1818.750
04:17.905,2032.250
04:17.900,1847.000
04:17.900,1974.500
04:17.895,1854.250
04:17.895,1926.250
04:17.890,1844.250
04:17.890,1933.000
04:17.885,1827.500
04:17.885,1911.250
04:17.880,1814.750
04:17.880,1867.500
04:17.875,1815.250
04:17.875,1808.000
04:17.870,1853.750
04:17.870,1809.000
04:17.865,1868.250
04:17.865,1841.750
04:17.860,1869.750
04:17.860,1853.500
04:17.855,1849.750
04:17.855,1851.000
04:17.850,1825.500
04:17.850,1844.750
04:17.845,1827.500
04:17.845,1844.000
04:17.840,1816.000
04:17.840,1846.500
04:17.835,1805.250
04:17.835,1844.500
04:17.830,1818.500
04:17.830,1838.750
04:17.825,1815.250
04:17.825,1843.750
04:17.820,1805.000
04:17.820,1858.250
04:17.815,1832.250
04:17.815,1875.000
04:17.810,1880.500
04:17.810,1878.750
04:17.805,1923.000
04:17.805,1870.500
04:17.800,1957.250
04:17.800,1877.250
04:17.795,1956.750
04:17.795,1870.750
04:17.790,1933.000
04:17.790,1850.000
04:17.785,1887.750
04:17.785,1809.250
04:17.780,1889.750
04:17.780,1812.750
04:17.775,1937.500
04:17.775,1850.250
04:17.770,1951.750
04:17.770,1831.250
04:17.765,1951.500
04:17.765,1827.500
04:17.760,1951.750
04:17.760,1840.250
04:17.755,1948.500
04:17.755,1843.250
04:17.750,1949.000
04:17.750,1831.500
04:17.745,1963.750
04:17.745,1843.750
04:17.740,1975.500
04:17.740,1866.750
04:17.735,1973.500
04:17.735,1858.500
04:17.730,1957.500
04:17.730,1835.500
04:17.725,1910.750
04:17.725,1822.250
04:17.720,1872.500
04:17.720,1845.250
04:17.715,1879.000
04:17.715,1879.750
04:17.710,1886.250
04:17.710,1886.000
04:17.705,1917.250
04:17.705,1871.750
04:17.700,1913.750
04:17.700,1862.000
04:17.695,1907.000
04:17.695,1843.750
04:17.690,1912.250
04:17.690,1857.000
04:17.685,1899.750
04:17.685,1864.750
04:17.680,1886.250
04:17.680,1884.000
04:17.675,1874.500
04:17.675,1915.750
04:17.670,1894.250
04:17.670,1908.250
04:17.665,1857.500
04:17.665,1876.000
04:17.660,1782.500
04:17.660,1868.250
04:17.655,1787.250
04:17.655,1881.750
04:17.650,1799.250
04:17.650,1883.750
04:17.645,1784.000
04:17.645,1838.250
04:17.640,1775.750
04:17.640,1808.750
04:17.635,1779.750
04:17.635,1820.250
04:17.630,1799.000
04:17.630,1833.750
04:17.625,1808.750
04:17.625,1862.500
04:17.620,1799.750
04:17.620,1871.000
04:17.615,1775.250
04:17.615,1825.500
04:17.610,1759.000
04:17.610,1821.000
04:17.605,1755.500
04:17.605,1816.000
04:17.600,1754.750
04:17.600,1823.750
04:17.595,1755.000
04:17.595,1817.250
04:17.590,1735.250
04:17.590,1822.250
04:17.585,1745.000
04:17.585,1846.750
04:17.580,1748.500
04:17.580,1878.500
04:17.575,1737.500
04:17.575,1897.000
04:17.570,1706.000
04:17.570,1909.000
04:17.565,1686.750
04:17.565,1917.500
04:17.560,1641.000
04:17.560,1915.500
04:17.555,1555.750
04:08.052,1860.250
04:08.049,2054.750
04:08.047,1882.000
04:08.044,2044.500
04:08.042,1898.500
04:08.039,2026.000
04:08.037,1894.000
04:08.034,2001.000
04:08.032,1904.250
04:08.029,1972.000
04:08.027,1918.000
04:08.024,1948.000
04:08.022,1904.250
04:08.019,1947.250
04:08.017,1891.250
04:08.014,1938.750
04:08.012,1878.250
04:08.009,1932.250
04:08.007,1890.250
04:08.004,1899.750
04:08.002,1896.500
04:07.999,1879.000
04:07.997,1874.500
04:07.994,1893.250
04:07.992,1868.250
04:07.989,1893.250
04:07.987,1844.250
04:07.984,1903.250
04:07.982,1862.750
04:07.979,1912.750
04:07.977,1896.500
04:07.974,1910.000
04:07.972,1911.250
04:07.969,1898.750
04:07.967,1890.000
04:07.964,1875.000
04:07.962,1855.750
04:07.959,1862.250
04:07.957,1845.000
04:07.954,1834.500
04:07.952,1857.000
04:07.949,1847.000
04:07.947,1884.000
04:07.944,1857.250
04:07.942,1865.000
04:07.939,1879.250
04:07.937,1850.500
04:07.934,1878.500
04:07.932,1866.250
04:07.929,1876.750
04:07.927,1901.000
04:07.924,1876.250
04:07.922,1923.250
04:07.919,1873.500
04:07.917,1908.250
04:07.914,1892.500
04:07.912,1901.000
04:07.909,1911.750
04:07.907,1912.750
04:07.904,1912.750
04:07.902,1968.000
04:07.899,1904.000
04:07.897,2022.250
04:07.894,1898.750
04:07.892,2049.000
04:07.889,1891.500
04:07.887,2048.250
04:07.884,1896.500
04:07.882,2064.500
04:07.879,1906.250
04:07.877,2086.500
04:07.874,1917.250
04:07.872,2078.500
04:07.869,1899.500
04:07.867,2033.500
04:07.864,1889.750
04:07.862,2018.000
04:07.859,1889.000
04:07.857,2029.500
04:07.854,1862.750
04:07.852,2049.250
04:07.849,1850.500
04:07.847,2065.250
04:07.844,1851.750
04:07.842,2059.500
04:07.839,1833.500
04:07.837,2028.750
04:07.834,1840.250
04:07.832,2010.000
04:07.829,1851.250
04:07.827,2022.500
04:07.824,1852.250
04:07.822,2033.500
04:07.819,1857.000
04:07.817,2029.750
04:07.814,1865.000
04:07.812,2009.250
04:07.809,1875.500
04:07.807,1965.750
04:07.804,1869.750
04:07.802,1947.500
04:07.799,1873.750
04:07.797,1971.500
04:07.794,1839.750
04:07.792,2005.500
04:07.789,1847.000
04:07.787,2024.250
04:07.784,1895.250
04:07.782,2018.000
04:07.779,1884.250
04:07.777,1982.000
04:07.774,1917.750
04:07.772,1941.000
04:07.769,1943.750
04:07.767,1934.500
04:07.764,1959.750
04:07.762,1928.000
04:07.759,1999.500
04:07.757,1930.250
04:07.754,2011.500
04:07.752,1961.000
04:07.749,1995.750
04:07.747,1931.250
04:07.744,1975.500
04:07.742,1919.750
04:07.739,1971.750
04:07.737,1903.250
04:07.734,1972.000
04:07.732,1891.500
04:07.729,1956.750
04:07.727,1877.750
04:07.724,1964.000
04:07.722,1895.500
04:07.719,1981.000
04:07.717,1903.750
04:07.714,1976.500
04:07.712,1898.500
04:07.709,2006.000
04:07.707,1876.250
04:07.704,2019.000
04:07.702,1856.000
04:07.699,1999.000
04:07.697,1834.750
04:07.694,1988.500
04:07.692,1850.250
04:07.689,1973.500
04:07.687,1869.000
04:07.684,1973.250
04:07.682,1842.500
04:07.679,1963.750
04:07.677,1820.750
04:07.674,1982.500
04:07.672,1819.000
04:07.669,1987.000
04:07.667,1799.250
04:07.664,1973.500
04:07.662,1754.750
04:07.659,1976.250
04:07.657,1730.750
04:07.654,1955.000
04:07.652,1705.000
04:07.649,1984.000
04:07.647,1686.500
04:07.644,1981.750
04:07.642,1643.500
04:07.639,1954.250
04:07.637,1684.750
04:07.634,1924.250
04:07.632,1881.000
04:07.629,1895.000
04:07.627,2016.250
04:07.624,1855.750
04:07.622,2262.750
04:07.619,1877.250
04:07.617,2733.500
04:07.614,1907.750
04:07.612,3210.250
04:07.609,1935.000
04:07.607,3034.500
04:07.604,1906.500
04:07.602,2351.250
04:07.599,1900.750
04:07.597,1829.000
04:07.594,1891.750
04:07.592,1592.500
04:07.589,1857.000
04:07.587,1532.500
04:07.584,1868.500
04:07.582,1601.000
04:07.579,1870.250
04:07.577,1728.750
04:07.574,1890.750
04:07.572,1806.500
04:07.569,1886.500
04:07.567,1823.500
04:07.564,1859.250
04:07.562,1822.250
04:07.559,1856.250
04:07.557,1819.250
04:07.554,1847.500
03:58.050,1850.500
03:58.045,1978.000
03:58.045,1843.750
03:58.040,1992.250
03:58.040,1823.000
03:58.035,2028.750
03:58.035,1748.750
03:58.030,2034.250
03:58.030,1690.750
03:58.025,1992.000
03:58.025,1671.500
03:58.020,1912.500
03:58.020,1652.250
03:58.015,1856.000
03:58.015,1609.250
03:58.010,1879.000
03:58.010,1627.000
03:58.005,1902.750
03:58.005,1893.000
03:58.000,1928.500
03:58.000,2341.500
03:57.995,1929.000
03:57.995,3001.750
03:57.990,1938.750
03:57.990,3544.500
03:57.985,1927.250
03:57.985,3348.500
03:57.980,1912.500
03:57.980,2571.000
03:57.975,1890.750
03:57.975,2004.750
03:57.970,1862.000
03:57.970,1645.500
03:57.965,1841.000
03:57.965,1498.750
03:57.960,1872.250
03:57.960,1543.750
03:57.955,1897.250
03:57.955,1687.000
03:57.950,1885.000
03:57.950,1815.500
03:57.945,1848.000
03:57.945,1869.000
03:57.940,1839.250
03:57.940,1862.250
03:57.935,1857.500
03:57.935,1848.250
03:57.930,1864.500
03:57.930,1835.750
03:57.925,1866.000
03:57.925,1854.250
03:57.920,1867.500
03:57.920,1900.250
03:57.915,1861.500
03:57.915,1901.250
03:57.910,1861.000
03:57.910,1857.500
03:57.905,1836.000
03:57.905,1834.000
03:57.900,1780.500
03:57.900,1831.500
03:57.895,1747.250
03:57.895,1813.000
03:57.890,1733.500
03:57.890,1798.500
03:57.885,1681.500
03:57.885,1820.750
03:57.880,1647.500
03:57.880,1851.250
03:57.875,1643.750
03:57.875,1860.000
03:57.870,1654.500
03:57.870,1889.000
03:57.865,1610.000
03:57.865,1893.250
03:57.860,1606.500
03:57.860,1883.750
03:57.855,1761.000
03:57.855,1873.250
03:57.850,1933.000
03:57.850,1919.750
03:57.845,2275.500
03:57.845,1979.750
03:57.840,2809.500
03:57.840,2017.250
03:57.835,3328.750
03:57.835,2029.500
03:57.830,3247.000
03:57.830,2053.500
03:57.825,2551.000
03:57.825,2022.000
03:57.820,1980.500
03:57.820,1998.250
03:57.815,1644.750
03:57.815,1972.000
03:57.810,1534.000
03:57.810,1949.250
03:57.805,1616.750
03:57.805,1916.750
03:57.800,1781.000
03:57.800,1921.750
03:57.795,1870.250
03:57.795,1911.000
03:57.790,1864.250
03:57.790,1915.750
03:57.785,1840.000
03:57.785,1895.750
03:57.780,1837.000
03:57.780,1865.000
03:57.775,1879.250
03:57.775,1858.250
03:57.770,1907.000
03:57.770,1880.000
03:57.765,1922.750
03:57.765,1901.250
03:57.760,1925.250
03:57.760,1897.750
03:57.755,1918.500
03:57.755,1888.250
03:57.750,1875.000
03:57.750,1891.500
03:57.745,1838.000
03:57.745,1924.750
03:57.740,1825.750
03:57.740,1950.500
03:57.735,1817.500
03:57.735,1944.250
03:57.730,1850.750
03:57.730,1901.500
03:57.725,1881.000
03:57.725,1841.000
03:57.720,1861.250
03:57.720,1804.250
03:57.715,1869.750
03:57.715,1829.250
03:57.710,1896.500
03:57.710,1859.500
03:57.705,1951.000
03:57.705,1892.500
03:57.700,1991.500
03:57.700,1899.750
03:57.695,2019.750
03:57.695,1902.500
03:57.690,2064.750
03:57.690,1889.750
03:57.685,2091.750
03:57.685,1890.250
03:57.680,2104.750
03:57.680,1897.750
03:57.675,2074.500
03:57.675,1894.500
03:57.670,2030.500
03:57.670,1892.500
03:57.665,2045.000
03:57.665,1878.750
03:57.660,2020.250
03:57.660,1852.250
03:57.655,1986.250
03:57.655,1849.000
03:57.650,1971.250
03:57.650,1876.750
03:57.645,1966.750
03:57.645,1925.000
03:57.640,1991.750
03:57.640,1915.000
03:57.635,1998.000
03:57.635,1881.000
03:57.630,1989.000
03:57.630,1863.000
03:57.625,1939.500
03:57.625,1870.000
03:57.620,1914.750
03:57.620,1895.250
03:57.615,1922.750
03:57.615,1874.500
03:57.610,1944.000
03:57.610,1851.250
03:57.605,1919.250
03:57.605,1858.250
03:57.600,1936.500
03:57.600,1866.250
03:57.595,1959.250
03:57.595,1875.750
03:57.590,1964.250
03:57.590,1886.750
03:57.585,1972.750
03:57.585,1920.000
03:57.580,1967.250
03:57.580,1912.000
03:57.575,1952.250
03:57.575,1896.000
03:57.570,1965.750
03:57.570,1874.750
03:57.565,1950.500
03:57.565,1865.000
03:57.560,1953.750
03:57.560,1868.250
03:57.555,1946.500
03:57.555,1897.000
03:57.550,1939.000
03:48.047,1993.500
03:48.044,1768.000
03:48.042,1940.250
03:48.039,1797.000
03:48.037,1884.750
03:48.034,1767.500
03:48.032,1877.750
03:48.029,1724.000
03:48.027,1914.250
03:48.024,1702.250
03:48.022,1944.250
03:48.019,1742.000
03:48.017,1954.750
03:48.014,1834.000
03:48.012,1957.250
03:48.009,1860.750
03:48.007,1951.000
03:48.004,1851.750
03:48.002,1942.000
03:47.999,1811.000
03:47.997,1914.500
03:47.994,1789.250
03:47.992,1924.500
03:47.989,1753.500
03:47.987,1936.000
03:47.984,1686.250
03:47.982,1937.500
03:47.979,1725.250
03:47.977,1931.250
03:47.974,1781.500
03:47.972,1924.000
03:47.969,1831.500
03:47.967,1933.750
03:47.964,1872.000
03:47.962,1944.250
03:47.959,1923.750
03:47.957,1942.750
03:47.954,1938.500
03:47.952,1932.500
03:47.949,1897.500
03:47.947,1918.500
03:47.944,1862.500
03:47.942,1932.500
03:47.939,1876.250
03:47.937,1938.000
03:47.934,1938.500
03:47.932,1923.500
03:47.929,1991.000
03:47.927,1881.000
03:47.924,1969.750
03:47.922,1834.000
03:47.919,1872.500
03:47.917,1846.250
03:47.914,1802.000
03:47.912,1898.750
03:47.909,1904.000
03:47.907,1916.750
03:47.904,1956.000
03:47.902,1895.000
03:47.899,1876.500
03:47.897,1894.500
03:47.894,1839.250
03:47.892,1900.000
03:47.889,1860.500
03:47.887,1932.250
03:47.884,1919.750
03:47.882,1946.250
03:47.879,1915.000
03:47.877,1953.500
03:47.874,1869.250
03:47.872,1987.750
03:47.869,1839.500
03:47.867,2058.250
03:47.864,1833.000
03:47.862,2080.250
03:47.859,1842.250
03:47.857,2105.000
03:47.854,1906.250
03:47.852,2086.000
03:47.849,1931.250
03:47.847,2094.250
03:47.844,1877.500
03:47.842,2103.500
03:47.839,1849.750
03:47.837,2100.000
03:47.834,1816.500
03:47.832,2076.000
03:47.829,1799.500
03:47.827,2029.000
03:47.824,1788.500
03:47.822,2024.750
03:47.819,1808.750
03:47.817,2049.250
03:47.814,1801.750
03:47.812,2067.500
03:47.809,1826.750
03:47.807,2051.250
03:47.804,1904.750
03:47.802,2037.750
03:47.799,1889.000
03:47.797,2012.750
03:47.794,1726.000
03:47.792,1990.250
03:47.789,1609.500
03:47.787,1986.500
03:47.784,1764.500
03:47.782,1997.000
03:47.779,1798.500
03:47.777,2003.000
03:47.774,1751.500
03:47.772,1996.000
03:47.769,1749.500
03:47.767,1982.750
03:47.764,1747.750
03:47.762,1966.000
03:47.759,1738.500
03:47.757,1963.750
03:47.754,1740.250
03:47.752,1974.250
03:47.749,1751.000
03:47.747,1973.750
03:47.744,1809.250
03:47.742,1926.000
03:47.739,1817.750
03:47.737,1887.500
03:47.734,1703.500
03:47.732,1885.500
03:47.729,1487.000
03:47.727,1924.000
03:47.724,1460.000
03:47.722,1978.000
03:47.719,1419.000
03:47.717,1946.500
03:47.714,1339.250
03:47.712,1868.750
03:47.709,1441.500
03:47.707,1816.500
03:47.704,1745.000
03:47.702,1820.750
03:47.699,1973.250
03:47.697,1869.000
03:47.694,2266.000
03:47.692,1875.000
03:47.689,2701.000
03:47.687,1855.000
03:47.684,3154.000
03:47.682,1841.000
03:47.679,3054.500
03:47.677,1820.500
03:47.674,2396.500
03:47.672,1817.750
03:47.669,1860.500
03:47.667,1811.500
03:47.664,1579.500
03:47.662,1815.000
03:47.659,1499.750
03:47.657,1834.000
03:47.654,1516.750
03:47.652,1836.750
03:47.649,1615.000
03:47.647,1825.500
03:47.644,1699.750
03:47.642,1818.750
03:47.639,1837.250
03:47.637,1802.000
03:47.634,1837.000
03:47.632,1714.500
03:47.629,1795.000
03:47.627,1612.750
03:47.624,1821.250
03:47.622,1595.000
03:47.619,1849.000
03:47.617,1659.250
03:47.614,1758.250
03:47.612,1670.750
03:47.609,1688.500
03:47.607,1635.750
03:47.604,1700.250
03:47.602,1660.750
03:47.599,1775.250
03:47.597,1835.250
03:47.594,1815.250
03:47.592,2116.500
03:47.589,1841.500
03:47.587,2671.000
03:47.584,1801.500
03:47.582,3214.000
03:47.579,1715.250
03:47.577,3288.500
03:47.574,1759.000
03:47.572,2617.750
03:47.569,1829.000
03:47.567,1978.000
03:47.564,1822.750
03:47.562,1541.750
03:47.559,1837.500
03:47.557,1382.500
03:47.554,1895.250
03:47.552,1460.750
03:47.549,1899.750
03:38.045,1848.500
03:38.043,1879.000
03:38.040,1837.250
03:38.038,1509.500
03:38.035,1841.750
03:38.033,1519.500
03:38.030,1844.250
03:38.028,1863.750
03:38.025,1832.750
03:38.023,1983.500
03:38.020,1861.750
03:38.018,1955.000
03:38.015,1918.000
03:38.013,1922.250
03:38.010,1966.750
03:38.008,1906.750
03:38.005,1996.500
03:38.003,1939.000
03:38.000,2024.500
03:37.998,1958.250
03:37.995,2028.250
03:37.993,1961.500
03:37.990,2034.000
03:37.988,2004.750
03:37.985,2043.000
03:37.983,2052.750
03:37.980,2054.500
03:37.978,2056.250
03:37.975,2059.500
03:37.973,1997.000
03:37.970,2051.000
03:37.968,1914.250
03:37.965,2049.500
03:37.963,1925.000
03:37.960,2036.750
03:37.958,1999.750
03:37.955,2020.500
03:37.953,2060.250
03:37.950,1976.000
03:37.948,1991.500
03:37.945,1985.000
03:37.943,1921.750
03:37.940,2000.000
03:37.938,1916.500
03:37.935,1989.000
03:37.933,1912.250
03:37.930,1980.750
03:37.928,1931.500
03:37.925,1987.250
03:37.923,1903.750
03:37.920,1979.250
03:37.918,1860.750
03:37.915,1958.750
03:37.913,1903.750
03:37.910,1964.250
03:37.908,1925.500
03:37.905,1962.750
03:37.903,1908.750
03:37.900,1975.000
03:37.898,1867.500
03:37.895,1975.000
03:37.893,1854.750
03:37.890,1962.750
03:37.888,1848.750
03:37.885,1933.500
03:37.883,1867.500
03:37.880,1931.250
03:37.878,1884.000
03:37.875,1926.000
03:37.873,1923.750
03:37.870,1923.250
03:37.868,1928.500
03:37.865,1913.500
03:37.863,1891.250
03:37.860,1921.250
03:37.858,1899.750
03:37.855,1909.250
03:37.853,1845.250
03:37.850,1890.000
03:37.848,1765.000
03:37.845,1886.000
03:37.843,1739.250
03:37.840,1871.000
03:37.838,1757.000
03:37.835,1891.750
03:37.833,1807.500
03:37.830,1927.750
03:37.828,1794.250
03:37.825,1907.500
03:37.823,1749.250
03:37.820,1858.500
03:37.818,1754.000
03:37.815,1833.250
03:37.813,1789.500
03:37.810,1844.250
03:37.808,1874.250
03:37.805,1843.750
03:37.803,1851.000
03:37.800,1847.250
03:37.798,1814.250
03:37.795,1841.500
03:37.793,1746.500
03:37.790,1877.250
03:37.788,1592.750
03:37.785,1896.250
03:37.783,1548.000
03:37.780,1886.500
03:37.778,1617.750
03:37.775,1833.000
03:37.773,1644.250
03:37.770,1773.250
03:37.768,1569.750
03:37.765,1725.000
03:37.763,1492.250
03:37.760,1703.250
03:37.758,1650.000
03:37.755,1722.000
03:37.753,2019.250
03:37.750,1714.750
03:37.748,2617.500
03:37.745,1675.000
03:37.743,3170.750
03:37.740,1658.750
03:37.738,3480.500
03:37.735,1816.000
03:37.733,3011.750
03:37.730,2072.500
03:37.728,2308.750
03:37.725,2562.750
03:37.723,1766.500
03:37.720,3193.750
03:37.718,1498.000
03:37.715,3541.500
03:37.713,1519.500
03:37.710,2970.500
03:37.708,1719.000
03:37.705,2231.750
03:37.703,1833.250
03:37.700,1714.500
03:37.698,1744.750
03:37.695,1507.500
03:37.693,1673.750
03:37.690,1529.500
03:37.688,1654.250
03:37.685,1652.250
03:37.683,1786.250
03:37.680,1813.000
03:37.678,1916.000
03:37.675,1882.000
03:37.673,1995.750
03:37.670,1886.000
03:37.668,1915.250
03:37.665,1857.250
03:37.663,1768.250
03:37.660,1837.250
03:37.658,1730.500
03:37.655,1830.000
03:37.653,1783.250
03:37.650,1822.250
03:37.648,1807.000
03:37.645,1855.500
03:37.643,1800.500
03:37.640,1869.250
03:37.638,1815.750
03:37.635,1870.000
03:37.633,1911.750
03:37.630,1831.250
03:37.628,1979.000
03:37.625,1811.250
03:37.623,1966.000
03:37.620,1824.000
03:37.618,1898.250
03:37.615,1840.500
03:37.613,1821.250
03:37.610,1835.750
03:37.608,1745.250
03:37.605,1841.500
03:37.603,1815.750
03:37.600,1852.000
03:37.598,1970.750
03:37.595,1869.000
03:37.593,2018.250
03:37.590,1913.000
03:37.588,1971.750
03:37.585,1947.750
03:37.583,1915.750
03:37.580,1945.750
03:37.578,1923.000
03:37.575,1987.750
03:37.573,1986.000
03:37.570,2050.750
03:37.568,1980.000
03:37.565,2054.750
03:37.563,1929.500
03:37.560,1998.000
03:37.558,1890.000
03:37.555,1965.500
03:37.553,1843.750
03:37.550,1937.250
03:37.548,1816.500
03:28.044,1683.750
03:28.039,1555.500
03:28.034,1601.250
03:28.029,1783.500
03:28.024,1873.500
03:28.019,1881.500
03:28.014,1882.500
03:28.009,1877.750
03:28.004,1864.250
03:27.999,1870.500
03:27.994,1885.000
03:27.989,1868.500
03:27.984,1844.750
03:27.979,1835.000
03:27.974,1843.750
03:27.969,1866.250
03:27.964,1903.500
03:27.959,1887.250
03:27.954,1843.250
03:27.949,1840.750
03:27.944,1914.000
03:27.939,1970.750
03:27.934,1965.000
03:27.929,1921.250
03:27.924,1910.000
03:27.919,1956.250
03:27.914,2055.500
03:27.909,2094.000
03:27.904,2065.250
03:27.899,1993.000
03:27.894,1953.750
03:27.889,1943.000
03:27.884,1942.000
03:27.879,1920.750
03:27.874,1928.500
03:27.869,1931.000
03:27.864,1894.750
03:27.859,1867.250
03:27.854,1860.500
03:27.849,1865.750
03:27.844,1894.500
03:27.839,1920.250
03:27.834,1935.750
03:27.829,1896.500
03:27.824,1828.000
03:27.819,1813.250
03:27.814,1856.250
03:27.809,1905.000
03:27.804,1916.250
03:27.799,1879.750
03:27.794,1849.500
03:27.789,1821.750
03:27.784,1848.500
03:27.779,1882.500
03:27.774,1883.750
03:27.769,1865.500
03:27.764,1888.750
03:27.759,1914.500
03:27.754,1899.500
03:27.749,1872.000
