Timestamp (mm:ss.SSS),ECG Value
09:28.025,1802.250
09:28.022,1843.750
09:28.020,1845.250
09:28.017,1816.750
09:28.015,1857.000
09:28.012,1783.000
09:28.010,1849.500
09:28.007,1797.750
09:28.005,1855.750
09:28.002,1828.250
09:28.000,1857.000
09:27.997,1807.750
09:27.995,1911.250
09:27.992,1733.000
09:27.990,1950.500
09:27.987,1643.000
09:27.985,1970.250
09:27.982,1613.000
09:27.980,1968.000
09:27.977,1635.500
09:27.975,1965.750
09:27.972,1663.750
09:27.970,1981.250
09:27.967,1630.750
09:27.965,1979.250
09:27.962,1627.750
09:27.960,1981.250
09:27.957,1851.750
09:27.955,1992.250
09:27.952,2133.750
09:27.950,2009.250
09:27.947,2590.500
09:27.945,2004.250
09:27.942,3151.000
09:27.940,1964.250
09:27.937,3562.250
09:27.935,1891.250
09:27.932,3158.750
09:27.930,1871.000
09:27.927,2400.750
09:27.925,1905.250
09:27.922,1862.500
09:27.920,1909.750
09:27.917,1576.000
09:27.915,1884.750
09:27.912,1492.000
09:27.910,1875.250
09:27.907,1589.000
09:27.905,1877.250
09:27.902,1731.250
09:27.900,1893.750
09:27.897,1811.250
09:27.895,1868.750
09:27.892,1852.750
09:27.890,1864.750
09:27.887,1860.500
09:27.885,1881.750
09:27.882,1870.750
09:27.880,1891.500
09:27.877,1873.750
09:27.875,1880.750
09:27.872,1854.750
09:27.870,1815.250
09:27.867,1840.750
09:27.865,1767.000
09:27.862,1828.000
09:27.860,1763.250
09:27.857,1818.750
09:27.855,1785.500
09:27.852,1833.000
09:27.850,1805.000
09:27.847,1820.500
09:27.845,1849.000
09:27.842,1832.000
09:27.840,1827.250
09:27.837,1815.500
09:27.835,1804.750
09:27.832,1812.000
09:27.830,1802.250
09:27.827,1827.750
09:27.825,1835.500
09:27.822,1850.500
09:27.820,1854.500
09:27.817,1871.000
09:27.815,1842.750
09:27.812,1923.500
09:27.810,1809.750
09:27.807,1932.250
09:27.805,1803.750
09:27.802,1962.500
09:27.800,1816.750
09:27.797,2023.000
09:27.795,1796.500
09:27.792,2068.250
09:27.790,1723.000
09:27.787,2025.000
09:27.785,1695.750
09:27.782,1976.500
09:27.780,1743.750
09:27.777,1936.250
09:27.775,1804.000
09:27.772,1927.250
09:27.770,1819.000
09:27.767,1909.250
09:27.765,1789.250
09:27.762,1907.000
09:27.760,1725.000
09:27.757,1895.000
09:27.755,1703.500
09:27.752,1862.750
09:27.750,1657.500
09:27.747,1840.000
09:27.745,1597.250
09:27.742,1849.000
09:27.740,1515.500
09:27.737,1845.500
09:27.735,1575.500
09:27.732,1852.250
09:27.730,1851.500
09:27.727,1855.000
09:27.725,2172.500
09:27.722,1850.500
09:27.720,2657.750
09:27.717,1861.250
09:27.715,3077.500
09:27.712,1875.250
09:27.710,3127.000
09:27.707,1880.250
09:27.705,2580.750
09:27.702,1852.250
09:27.700,2045.750
09:27.697,1832.000
09:27.695,1697.750
09:27.692,1822.500
09:27.690,1491.250
09:27.687,1854.250
09:27.685,1512.250
09:27.682,1864.750
09:27.680,1647.250
09:27.677,1837.500
09:27.675,1785.000
09:27.672,1827.750
09:27.670,1809.000
09:27.667,1831.500
09:27.665,1808.000
09:27.662,1823.750
09:27.660,1794.250
09:27.657,1841.250
09:27.655,1796.000
09:27.652,1850.000
09:27.650,1767.750
09:27.647,1837.500
09:27.645,1735.750
09:27.642,1825.500
09:27.640,1738.750
09:27.637,1813.750
09:27.635,1759.250
09:27.632,1843.750
09:27.630,1774.250
09:27.627,1841.500
09:27.625,1799.000
09:27.622,1834.000
09:27.620,1848.000
09:27.617,1842.750
09:27.612,1835.500
09:27.607,1839.750
09:27.602,1832.750
09:18.113,1979.500
09:18.108,2018.250
09:18.103,2053.750
09:18.098,2025.250
09:18.097,1917.500
09:18.093,2001.250
09:18.092,1952.500
09:18.088,1998.250
09:18.087,2000.000
09:18.083,1999.500
09:18.082,2016.750
09:18.078,1906.750
09:18.077,2020.500
09:18.073,1833.000
09:18.072,2003.000
09:18.068,1782.500
09:18.067,2011.000
09:18.063,1789.500
09:18.062,2016.250
09:18.058,1780.750
09:18.057,1999.750
09:18.053,1776.500
09:18.052,1958.500
09:18.048,1893.000
09:18.047,1927.500
09:18.043,2042.750
09:18.042,1945.000
09:18.038,2276.500
09:18.037,1972.750
09:18.033,2820.750
09:18.032,1998.750
09:18.028,3490.250
09:18.027,2010.250
09:18.023,3617.500
09:18.022,2007.750
09:18.018,2889.000
09:18.017,2015.750
09:18.013,2248.000
09:18.012,1978.250
09:18.008,1826.250
09:18.007,1866.500
09:18.003,1654.500
09:18.002,1724.250
09:17.998,1662.250
09:17.997,1714.750
09:17.993,1747.500
09:17.992,1794.750
09:17.988,1846.250
09:17.987,1779.000
09:17.983,1880.250
09:17.982,1781.750
09:17.978,1914.000
09:17.977,1872.000
09:17.973,1929.250
09:17.972,2050.500
09:17.968,1959.000
09:17.967,2253.750
09:17.963,1985.750
09:17.962,2751.250
09:17.958,1957.500
09:17.957,3391.000
09:17.953,1909.000
09:17.952,3659.750
09:17.948,1921.500
09:17.947,2943.250
09:17.943,1985.250
09:17.942,2269.250
09:17.938,1979.750
09:17.937,1825.750
09:17.933,1955.250
09:17.932,1630.000
09:17.928,1910.500
09:17.927,1573.250
09:17.923,1887.750
09:17.922,1658.750
09:17.918,1897.000
09:17.917,1852.500
09:17.913,1944.500
09:17.912,1974.500
09:17.908,1992.250
09:17.907,2033.250
09:17.903,2011.000
09:17.902,2052.500
09:17.898,1985.500
09:17.897,2029.500
09:17.893,1999.000
09:17.892,1934.500
09:17.888,2027.000
09:17.886,1896.750
09:17.883,2057.750
09:17.881,1895.250
09:17.878,2108.500
09:17.876,1960.250
09:17.873,2101.250
09:17.871,1992.750
09:17.868,2082.750
09:17.866,1913.000
09:17.863,2060.500
09:17.861,1810.250
09:17.858,2022.000
09:17.856,1841.500
09:17.853,2028.000
09:17.851,1924.000
09:17.848,2037.750
09:17.846,2006.000
09:17.843,1973.250
09:17.841,1980.500
09:17.838,1937.750
09:17.836,1956.500
09:17.833,1970.000
09:17.831,1989.000
09:17.828,2012.000
09:17.826,2063.000
09:17.823,2012.000
09:17.821,2121.000
09:17.818,1943.750
09:17.816,2194.250
09:17.813,1828.750
09:17.811,2229.000
09:17.808,1825.250
09:17.806,2196.500
09:17.803,1908.250
09:17.801,2088.250
09:17.798,1891.500
09:17.796,1968.750
09:17.793,1844.250
09:17.791,1911.500
09:17.788,1837.500
09:17.786,1925.500
09:17.783,1852.250
09:17.781,2001.500
09:17.778,1878.500
09:17.776,2038.000
09:17.773,1903.000
09:17.771,2006.500
09:17.768,1864.500
09:17.766,1981.750
09:17.763,1824.750
09:17.761,1935.250
09:17.758,1830.500
09:17.756,1897.500
09:17.753,1837.000
09:17.751,1916.000
09:17.748,1825.500
09:17.746,1972.250
09:17.743,1836.250
09:17.741,2063.000
09:17.738,1825.250
09:17.736,1973.250
09:17.733,1815.250
09:17.731,1785.000
09:17.728,1747.500
09:17.726,1747.000
09:17.723,1728.750
09:17.721,1864.250
09:17.718,1735.750
09:17.716,1882.750
09:17.713,1762.750
09:17.711,1876.000
09:17.708,1806.000
09:17.706,1878.250
09:17.703,1771.250
09:17.701,1866.750
09:17.698,1752.250
09:17.696,1873.750
09:17.693,1731.500
09:17.691,1902.750
09:17.688,1695.000
09:17.686,1906.250
09:17.683,1651.750
09:17.681,1914.750
09:17.678,1687.500
09:17.676,1878.500
09:17.673,1713.250
09:17.671,1847.000
09:17.668,1719.750
09:17.666,1851.000
09:17.663,1724.750
09:17.661,1836.500
09:17.658,1719.000
09:17.656,1865.000
09:17.653,1718.000
09:17.651,1816.250
09:17.648,1704.500
09:17.646,1695.250
09:17.643,1650.500
09:17.641,1716.750
09:17.638,1602.250
09:17.636,1771.250
09:17.633,1622.750
09:17.631,1801.250
09:17.628,1643.250
09:17.626,1833.750
09:17.623,1611.500
09:17.621,1830.500
09:17.618,1606.500
09:17.616,1816.750
09:17.611,1767.500
09:17.606,1700.250
09:17.601,1750.250
09:08.112,1874.500
09:08.107,1877.250
09:08.102,1852.500
09:08.097,1835.750
09:08.096,1878.000
09:08.092,1790.250
09:08.091,1868.500
09:08.087,1778.750
09:08.086,1827.500
09:08.082,1785.500
09:08.081,1834.500
09:08.077,1818.500
09:08.076,1806.750
09:08.072,1831.750
09:08.071,1798.500
09:08.067,1834.500
09:08.066,1826.750
09:08.062,1833.500
09:08.061,1808.500
09:08.057,1825.250
09:08.056,1834.250
09:08.052,1823.250
09:08.051,1814.000
09:08.047,1845.000
09:08.046,1843.000
09:08.042,1853.000
09:08.041,1836.000
09:08.037,1847.000
09:08.036,1824.750
09:08.032,1834.500
09:08.031,1823.750
09:08.027,1834.500
09:08.026,1851.250
09:08.022,1833.500
09:08.021,1874.750
09:08.017,1848.750
09:08.016,1839.500
09:08.012,1841.250
09:08.011,1784.500
09:08.007,1799.500
09:08.006,1770.000
09:08.002,1746.500
09:08.001,1787.500
09:07.997,1761.750
09:07.996,1801.500
09:07.992,1816.750
09:07.991,1782.000
09:07.987,1841.250
09:07.986,1762.750
09:07.982,1846.000
09:07.981,1740.250
09:07.977,1871.250
09:07.976,1767.000
09:07.972,1886.250
09:07.971,1816.250
09:07.967,1900.750
09:07.966,1850.000
09:07.962,1896.750
09:07.961,1813.750
09:07.957,1910.250
09:07.956,1855.000
09:07.952,1961.000
09:07.951,1844.000
09:07.947,2001.750
09:07.946,1791.000
09:07.942,2008.750
09:07.941,1778.250
09:07.937,1988.000
09:07.936,1801.250
09:07.932,1996.250
09:07.931,1799.750
09:07.927,1994.500
09:07.926,1792.000
09:07.922,2003.750
09:07.921,1798.000
09:07.917,2008.250
09:07.916,1766.250
09:07.912,2024.750
09:07.911,1751.750
09:07.907,2018.250
09:07.906,1758.000
09:07.902,1994.750
09:07.901,1798.500
09:07.897,1981.250
09:07.896,1863.500
09:07.892,1978.000
09:07.891,1862.500
09:07.887,1971.250
09:07.886,1843.500
09:07.882,1960.000
09:07.881,1849.250
09:07.877,1953.250
09:07.876,1907.750
09:07.872,1967.000
09:07.871,1941.500
09:07.867,1956.500
09:07.866,1962.250
09:07.862,1925.000
09:07.861,1946.500
09:07.857,1912.750
09:07.856,1913.750
09:07.852,1915.750
09:07.851,1880.250
09:07.847,1910.750
09:07.846,1900.500
09:07.842,1903.000
09:07.841,1897.500
09:07.837,1917.250
09:07.836,1892.000
09:07.832,1934.250
09:07.831,1866.250
09:07.827,1942.000
09:07.826,1931.250
09:07.822,1936.500
09:07.821,1954.750
09:07.817,1894.500
09:07.816,1896.000
09:07.812,1866.500
09:07.811,1872.250
09:07.807,1853.000
09:07.806,1886.500
09:07.802,1853.500
09:07.801,1848.500
09:07.797,1844.250
09:07.796,1831.750
09:07.792,1859.500
09:07.791,1854.000
09:07.787,1876.250
09:07.786,1865.750
09:07.782,1879.250
09:07.781,1849.250
09:07.777,1859.250
09:07.776,1839.500
09:07.772,1829.750
09:07.771,1841.750
09:07.767,1805.500
09:07.766,1848.750
09:07.762,1798.500
09:07.761,1852.500
09:07.757,1810.500
09:07.756,1867.000
09:07.752,1833.250
09:07.751,1880.750
09:07.747,1850.500
09:07.746,1875.000
09:07.742,1862.500
09:07.741,1847.250
09:07.737,1840.250
09:07.736,1822.500
09:07.732,1827.000
09:07.731,1779.500
09:07.727,1837.750
09:07.726,1789.250
09:07.722,1848.250
09:07.721,1842.500
09:07.717,1807.250
09:07.716,1859.500
09:07.712,1738.250
09:07.711,1835.250
09:07.707,1693.000
09:07.706,1803.000
09:07.702,1691.750
09:07.701,1782.250
09:07.697,1697.250
09:07.696,1758.750
09:07.692,1647.750
09:07.691,1739.250
09:07.687,1605.000
09:07.686,1769.250
09:07.682,1741.500
09:07.681,1828.500
09:07.677,2058.250
09:07.676,1849.250
09:07.672,2611.500
09:07.671,1815.750
09:07.667,3260.500
09:07.666,1774.750
09:07.662,3545.250
09:07.661,1821.500
09:07.657,2971.500
09:07.656,1853.000
09:07.652,2260.250
09:07.651,1783.750
09:07.647,1808.000
09:07.646,1717.500
09:07.642,1583.000
09:07.641,1693.250
09:07.637,1525.250
09:07.636,1702.500
09:07.632,1641.000
09:07.631,1661.250
09:07.627,1783.500
09:07.626,1583.000
09:07.622,1806.000
09:07.621,1562.500
09:07.617,1825.500
09:07.616,1747.750
09:07.611,1976.000
09:07.606,2424.250
09:07.601,3131.250
08:58.112,1845.500
08:58.107,1842.000
08:58.102,1865.000
08:58.097,1858.250
08:58.092,2025.500
08:58.092,1859.250
08:58.087,2011.000
08:58.087,1868.000
08:58.082,1995.000
08:58.082,1847.000
08:58.077,1992.750
08:58.077,1856.000
08:58.072,1971.500
08:58.072,1859.500
08:58.067,1968.000
08:58.067,1860.000
08:58.062,1960.250
08:58.062,1854.000
08:58.057,1942.000
08:58.057,1840.250
08:58.052,1931.000
08:58.052,1830.000
08:58.047,1921.500
08:58.047,1818.750
08:58.042,1929.750
08:58.042,1831.500
08:58.037,1932.500
08:58.037,1832.250
08:58.032,1933.000
08:58.032,1822.000
08:58.027,1912.750
08:58.027,1806.000
08:58.022,1917.500
08:58.022,1807.500
08:58.017,1930.000
08:58.017,1817.250
08:58.012,1910.750
08:58.012,1827.000
08:58.007,1899.500
08:58.007,1830.750
08:58.002,1891.750
08:58.002,1819.750
08:57.997,1886.250
08:57.997,1828.000
08:57.992,1894.250
08:57.992,1842.000
08:57.987,1899.000
08:57.987,1857.000
08:57.982,1905.250
08:57.982,1857.500
08:57.977,1884.000
08:57.977,1848.500
08:57.972,1886.750
08:57.972,1871.500
08:57.967,1882.750
08:57.967,1892.500
08:57.962,1872.000
08:57.962,1918.250
08:57.957,1849.500
08:57.957,1960.250
08:57.952,1854.750
08:57.952,1976.000
08:57.947,1862.500
08:57.947,1972.000
08:57.942,1875.000
08:57.942,1968.500
08:57.937,1875.500
08:57.937,1983.750
08:57.932,1884.250
08:57.932,2015.250
08:57.927,1849.250
08:57.927,2063.000
08:57.922,1810.750
08:57.922,2085.250
08:57.917,1834.750
08:57.917,2063.250
08:57.912,1841.500
08:57.912,1997.750
08:57.907,1837.000
08:57.907,1944.500
08:57.902,1816.000
08:57.902,1930.750
08:57.897,1812.250
08:57.897,1984.000
08:57.892,1839.750
08:57.892,2001.250
08:57.887,1825.500
08:57.887,1983.500
08:57.882,1785.000
08:57.882,1959.250
08:57.877,1723.750
08:57.877,1956.750
08:57.872,1718.500
08:57.872,1968.500
08:57.867,1735.000
08:57.867,1976.750
08:57.862,1719.750
08:57.862,1940.500
08:57.857,1662.500
08:57.857,1912.250
08:57.852,1697.000
08:57.852,1898.750
08:57.847,1928.500
08:57.847,1924.250
08:57.842,2231.750
08:57.842,1943.250
08:57.837,2814.250
08:57.837,1934.000
08:57.832,3468.250
08:57.832,1905.500
08:57.827,3535.250
08:57.827,1891.250
08:57.822,2747.250
08:57.822,1860.750
08:57.817,2050.750
08:57.817,1855.750
08:57.812,1620.250
08:57.812,1865.750
08:57.807,1438.250
08:57.807,1864.500
08:57.802,1505.500
08:57.802,1875.250
08:57.797,1688.500
08:57.797,1887.000
08:57.792,1832.500
08:57.792,1866.000
08:57.787,1871.000
08:57.787,1850.000
08:57.782,1850.250
08:57.782,1853.000
08:57.777,1840.500
08:57.777,1880.250
08:57.772,1837.750
08:57.772,1869.500
08:57.767,1843.750
08:57.767,1828.750
08:57.762,1843.000
08:57.762,1817.500
08:57.757,1842.000
08:57.757,1839.750
08:57.752,1830.000
08:57.752,1835.750
08:57.747,1834.250
08:57.747,1837.750
08:57.742,1850.500
08:57.742,1824.750
08:57.737,1824.000
08:57.737,1844.000
08:57.732,1820.500
08:57.732,1830.000
08:57.727,1847.750
08:57.727,1798.250
08:57.722,1897.750
08:57.722,1741.250
08:57.717,1904.000
08:57.717,1672.250
08:57.712,1911.500
08:57.712,1641.500
08:57.707,1971.750
08:57.707,1651.750
08:57.702,2062.250
08:57.702,1685.250
08:57.697,2128.500
08:57.697,1669.000
08:57.692,2155.250
08:57.692,1665.750
08:57.687,2121.250
08:57.687,1827.250
08:57.682,2079.500
08:57.682,2015.750
08:57.677,2008.250
08:57.677,2419.750
08:57.672,1997.500
08:57.672,2972.000
08:57.667,1979.000
08:57.667,3338.500
08:57.662,1951.500
08:57.662,2928.250
08:57.657,1933.250
08:57.657,2244.750
08:57.652,1915.500
08:57.652,1790.750
08:57.647,1903.500
08:57.647,1545.500
08:57.642,1906.750
08:57.642,1507.000
08:57.637,1912.500
08:57.637,1614.750
08:57.632,1912.250
08:57.632,1762.750
08:57.627,1907.500
08:57.627,1791.000
08:57.622,1922.500
08:57.622,1798.500
08:57.617,1918.500
08:57.617,1821.250
08:57.612,1920.250
08:57.607,1925.500
08:57.602,1909.750
08:57.597,1905.750
08:48.111,1899.500
08:48.106,1863.750
08:48.101,1831.250
08:48.096,1813.750
08:48.091,1848.750
08:48.090,1755.500
08:48.086,1860.500
08:48.085,1812.500
08:48.081,1857.250
08:48.080,1833.750
08:48.076,1851.000
08:48.075,1826.500
08:48.071,1840.000
08:48.070,1830.000
08:48.066,1815.500
08:48.065,1824.750
08:48.061,1812.000
08:48.060,1804.750
08:48.056,1752.000
08:48.055,1819.750
08:48.051,1702.250
08:48.050,1835.750
08:48.046,1699.000
08:48.045,1845.500
08:48.041,1701.000
08:48.040,1829.250
08:48.036,1664.000
08:48.035,1818.750
08:48.031,1620.500
08:48.030,1811.000
08:48.026,1785.750
08:48.025,1831.750
08:48.021,2036.500
08:48.020,1860.500
08:48.016,2498.000
08:48.015,1889.000
08:48.011,3111.500
08:48.010,1921.750
08:48.006,3501.250
08:48.005,1945.000
08:48.001,3055.750
08:48.000,2005.750
08:47.996,2308.000
08:47.995,2059.250
08:47.991,1760.500
08:47.990,2100.250
08:47.986,1489.250
08:47.985,2128.000
08:47.981,1451.750
08:47.980,2112.250
08:47.976,1577.750
08:47.975,2075.250
08:47.971,1750.000
08:47.970,2021.000
08:47.966,1836.000
08:47.965,1985.500
08:47.961,1842.750
08:47.960,1963.500
08:47.956,1851.250
08:47.955,1978.500
08:47.951,1840.500
08:47.950,1944.250
08:47.946,1849.750
08:47.945,1932.500
08:47.941,1867.750
08:47.940,1925.750
08:47.936,1872.250
08:47.935,1914.250
08:47.931,1884.750
08:47.930,1916.250
08:47.926,1886.000
08:47.925,1915.750
08:47.921,1863.500
08:47.920,1900.000
08:47.916,1820.750
08:47.915,1889.500
08:47.911,1803.750
08:47.910,1907.000
08:47.906,1823.000
08:47.905,1892.000
08:47.901,1823.000
08:47.900,1875.500
08:47.896,1822.500
08:47.895,1887.250
08:47.891,1844.250
08:47.890,1894.750
08:47.886,1886.000
08:47.885,1898.250
08:47.881,1921.500
08:47.880,1907.000
08:47.876,1934.000
08:47.875,1902.750
08:47.871,1971.500
08:47.870,1899.500
08:47.866,2025.500
08:47.865,1888.250
08:47.861,2069.000
08:47.860,1904.000
08:47.856,2074.250
08:47.855,1907.000
08:47.851,2067.500
08:47.850,1895.250
08:47.846,2068.000
08:47.845,1887.250
08:47.841,2040.000
08:47.840,1895.750
08:47.836,1996.500
08:47.835,1905.000
08:47.831,1928.250
08:47.830,1894.750
08:47.826,1884.250
08:47.825,1881.750
08:47.821,1874.500
08:47.820,1881.250
08:47.816,1890.500
08:47.815,1874.000
08:47.811,1904.750
08:47.810,1899.000
08:47.806,1912.250
08:47.805,1898.750
08:47.801,1892.250
08:47.800,1888.500
08:47.796,1881.500
08:47.795,1880.500
08:47.791,1887.000
08:47.790,1871.500
08:47.786,1884.000
08:47.785,1871.500
08:47.781,1880.500
08:47.780,1893.500
08:47.776,1888.000
08:47.775,1897.250
08:47.771,1889.250
08:47.770,1880.500
08:47.766,1906.250
08:47.765,1868.250
08:47.761,1908.500
08:47.760,1852.500
08:47.756,1875.250
08:47.755,1865.750
08:47.751,1869.500
08:47.750,1859.500
08:47.746,1871.500
08:47.745,1859.750
08:47.741,1868.250
08:47.740,1878.750
08:47.736,1866.250
08:47.735,1906.000
08:47.731,1869.000
08:47.730,1907.000
08:47.726,1885.500
08:47.725,1876.500
08:47.721,1895.250
08:47.720,1897.000
08:47.716,1894.000
08:47.715,1916.500
08:47.711,1905.250
08:47.710,1949.750
08:47.706,1918.000
08:47.705,1975.500
08:47.701,1929.000
08:47.700,1992.750
08:47.696,1925.750
08:47.695,2021.750
08:47.691,1888.000
08:47.690,2041.000
08:47.686,1877.750
08:47.685,2053.500
08:47.681,1898.500
08:47.680,2062.000
08:47.676,1902.750
08:47.675,2058.000
08:47.671,1877.000
08:47.670,2050.750
08:47.666,1856.000
08:47.665,2030.500
08:47.661,1874.500
08:47.660,2031.500
08:47.656,1886.250
08:47.655,2033.000
08:47.651,1885.750
08:47.650,2027.250
08:47.646,1870.250
08:47.645,2003.000
08:47.641,1867.500
08:47.640,1983.250
08:47.636,1870.000
08:47.635,1999.500
08:47.631,1884.250
08:47.630,1986.750
08:47.626,1892.500
08:47.625,1970.250
08:47.621,1904.500
08:47.620,1958.500
08:47.616,1896.000
08:47.615,1970.750
08:47.610,1962.250
08:47.605,1965.500
08:47.600,1962.000
08:47.595,1955.000
08:38.112,1811.750
08:38.107,1828.250
08:38.102,1813.750
08:38.097,1773.250
08:38.092,1758.250
08:38.088,1509.250
08:38.087,1751.750
08:38.083,1653.250
08:38.082,1763.250
08:38.078,1789.750
08:38.077,1818.750
08:38.073,1835.000
08:38.072,1830.500
08:38.068,1840.000
08:38.067,1802.000
08:38.063,1829.250
08:38.062,1754.500
08:38.058,1815.000
08:38.057,1734.500
08:38.053,1813.500
08:38.052,1787.500
08:38.048,1816.250
08:38.047,1841.750
08:38.043,1811.250
08:38.042,1837.500
08:38.038,1805.000
08:38.037,1750.000
08:38.033,1794.000
08:38.032,1748.250
08:38.028,1807.250
08:38.027,1799.250
08:38.023,1813.250
08:38.022,1845.250
08:38.018,1806.000
08:38.017,1919.750
08:38.013,1808.000
08:38.012,1974.000
08:38.008,1823.000
08:38.007,1979.500
08:38.003,1854.000
08:38.002,1925.250
08:37.998,1889.500
08:37.997,1897.250
08:37.993,1900.750
08:37.992,1882.000
08:37.988,1903.500
08:37.987,1884.750
08:37.983,1911.250
08:37.982,1881.000
08:37.978,1931.500
08:37.977,1824.500
08:37.973,1958.500
08:37.972,1740.000
08:37.968,2001.000
08:37.967,1666.500
08:37.963,2022.750
08:37.962,1676.750
08:37.958,2002.000
08:37.957,1741.750
08:37.953,1957.250
08:37.952,1781.750
08:37.948,1939.750
08:37.947,1738.000
08:37.943,1918.500
08:37.942,1672.000
08:37.938,1904.500
08:37.937,1672.250
08:37.933,1890.500
08:37.932,1720.250
08:37.928,1875.750
08:37.927,1744.000
08:37.923,1877.250
08:37.922,1729.250
08:37.918,1875.500
08:37.917,1671.000
08:37.913,1873.500
08:37.912,1672.000
08:37.908,1862.000
08:37.907,1683.000
08:37.903,1855.750
08:37.902,1672.000
08:37.898,1849.500
08:37.897,1679.750
08:37.893,1843.250
08:37.892,1683.250
08:37.888,1852.750
08:37.887,1665.750
08:37.883,1860.250
08:37.882,1654.250
08:37.878,1847.000
08:37.877,1683.750
08:37.873,1817.750
08:37.872,1668.000
08:37.868,1814.000
08:37.867,1646.500
08:37.863,1818.750
08:37.862,1635.000
08:37.858,1820.500
08:37.857,1660.000
08:37.853,1820.250
08:37.852,1699.500
08:37.848,1831.000
08:37.847,1679.500
08:37.843,1822.250
08:37.842,1614.250
08:37.838,1833.250
08:37.837,1580.000
08:37.833,1815.500
08:37.832,1597.500
08:37.828,1830.250
08:37.827,1616.250
08:37.823,1830.250
08:37.822,1607.500
08:37.818,1839.000
08:37.817,1626.250
08:37.813,1869.500
08:37.812,1656.750
08:37.808,1896.250
08:37.807,1636.000
08:37.803,1900.000
08:37.802,1574.250
08:37.798,1860.250
08:37.797,1533.000
08:37.793,1796.750
08:37.792,1589.500
08:37.788,1806.750
08:37.787,1617.500
08:37.783,1878.000
08:37.782,1612.000
08:37.778,1886.500
08:37.777,1584.250
08:37.773,1851.500
08:37.772,1567.000
08:37.768,1829.750
08:37.767,1595.000
08:37.763,1780.000
08:37.762,1642.750
08:37.758,1771.000
08:37.757,1639.750
08:37.753,1786.500
08:37.752,1572.750
08:37.748,1819.750
08:37.747,1517.000
08:37.743,1855.500
08:37.742,1527.000
08:37.738,1859.750
08:37.737,1535.000
08:37.733,1857.750
08:37.732,1569.500
08:37.728,1836.250
08:37.727,1622.000
08:37.723,1788.500
08:37.722,1677.250
08:37.718,1784.500
08:37.717,1686.500
08:37.713,1771.750
08:37.712,1701.000
08:37.708,1757.750
08:37.707,1656.000
08:37.703,1760.250
08:37.702,1640.500
08:37.698,1782.250
08:37.697,1709.750
08:37.693,1771.500
08:37.692,1764.750
08:37.688,1763.500
08:37.687,1711.000
08:37.683,1778.750
08:37.682,1664.500
08:37.678,1825.000
08:37.677,1659.500
08:37.673,1827.750
08:37.672,1715.000
08:37.668,1855.000
08:37.667,1698.250
08:37.663,1869.750
08:37.662,1628.750
08:37.658,1879.750
08:37.657,1630.750
08:37.653,1904.500
08:37.652,1654.250
08:37.648,1945.750
08:37.647,1658.750
08:37.643,1992.250
08:37.642,1573.000
08:37.638,1997.500
08:37.637,1586.250
08:37.633,2001.000
08:37.632,1625.750
08:37.628,1994.500
08:37.627,1623.250
08:37.623,2004.500
08:37.622,1642.750
08:37.618,1999.250
08:37.617,1647.750
08:37.613,1993.250
08:37.608,2004.000
08:37.603,2016.000
08:37.598,2006.750
08:37.593,1983.500
08:28.110,1873.000
08:28.105,1904.500
08:28.100,1930.750
08:28.095,1934.250
08:28.090,1949.500
08:28.087,1845.250
08:28.085,1986.000
08:28.082,1806.500
08:28.080,2007.250
08:28.077,1863.500
08:28.075,1976.750
08:28.072,1917.500
08:28.070,2003.750
08:28.067,1921.750
08:28.065,2082.500
08:28.062,1865.250
08:28.060,2085.000
08:28.057,1812.000
08:28.055,2038.000
08:28.052,1782.250
08:28.050,2059.000
08:28.047,1810.750
08:28.045,2088.250
08:28.042,1878.750
08:28.040,2110.500
08:28.037,1926.250
08:28.035,2099.250
08:28.032,1924.750
08:28.030,2095.000
08:28.027,1928.000
08:28.025,2089.000
08:28.022,1922.250
08:28.020,2128.500
08:28.017,1882.750
08:28.015,2180.500
08:28.012,1869.500
08:28.010,2172.750
08:28.007,1823.500
08:28.005,2161.000
08:28.002,1823.000
08:28.000,2183.250
08:27.997,1836.000
08:27.995,2191.500
08:27.992,1872.500
08:27.990,2190.500
08:27.987,1886.750
08:27.985,2197.500
08:27.982,1845.000
08:27.980,2204.750
08:27.977,1844.750
08:27.975,2205.500
08:27.972,1862.750
08:27.970,2247.750
08:27.967,1857.750
08:27.965,2285.500
08:27.962,1899.250
08:27.960,2295.250
08:27.957,1933.750
08:27.955,2248.250
08:27.952,1904.250
08:27.950,2188.750
08:27.947,1868.500
08:27.945,2205.000
08:27.942,1846.250
08:27.940,2307.750
08:27.937,1887.500
08:27.935,2358.500
08:27.932,1899.750
08:27.930,2382.750
08:27.927,1897.250
08:27.925,2387.750
08:27.922,1852.500
08:27.920,2409.500
08:27.917,1812.750
08:27.915,2424.500
08:27.912,1802.750
08:27.910,2444.250
08:27.907,1841.500
08:27.905,2484.750
08:27.902,1859.000
08:27.900,2524.250
08:27.897,1860.500
08:27.895,2648.500
08:27.892,1864.750
08:27.890,2733.500
08:27.887,1893.250
08:27.885,2705.000
08:27.882,1919.250
08:27.880,2646.000
08:27.877,1904.250
08:27.875,2639.750
08:27.872,1784.500
08:27.870,2644.000
08:27.867,1745.750
08:27.865,2646.750
08:27.862,1788.750
08:27.860,2626.000
08:27.857,1814.500
08:27.855,2628.500
08:27.852,1833.250
08:27.850,2641.750
08:27.847,1863.250
08:27.845,2667.750
